id,name_es,name_en,name_fr,name_pt,name_de,name_it,name_pl,category_es,category_en,subcategory_es,subcategory_en,tags,unit,kcal,protein_g,carbs_g,fat_g,fiber_g,sugars_g,vit_a_ug,vit_c_mg,vit_d_IU,vit_e_mg,vit_k_ug,b1_mg,b2_mg,b3_mg,b5_mg,b6_mg,b9_ug,b12_ug,ca_mg,mg_mg,k_mg,na_mg,p_mg,fe_mg,zn_mg,cu_mg,mn_mg,se_ug,iod_ug,source,updated_at,search_norm
d660b911-11ea-401f-8ea3-4f10fbd724e1,Refresco cola zero,Cola zero,Cola zéro,Refrigerante cola zero,Cola Zero,Cola zero,Cola zero,bebidas,Beverages,sin_alcohol,non-alcoholic,"[""gluten_free""]",per_100g,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,refresco cola zero
ad924f2f-feda-4056-8508-6795f3311e8e,Té negro,Black tea,Thé noir,Chá preto,Schwarztee,Tè nero,Czarna herbata,bebidas,Beverages,sin_alcohol,non-alcoholic,"[""gluten_free""]",per_100g,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,te negro
aef398e5-725b-49ee-967c-ba17bcc60fd0,Té verde,Green tea,Thé vert,Chá verde,Grüner Tee,Tè verde,Zielona herbata,bebidas,Beverages,sin_alcohol,non-alcoholic,"[""gluten_free""]",per_100g,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,te verde
afd64052-3743-4039-949f-d4427e51110d,Tónica,Tonic water,Tonic,Água tónica,Tonic Water,Acqua tonica,Tonic,bebidas,Beverages,sin_alcohol,non-alcoholic,"[""gluten_free""]",per_100g,35.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,tonica
55fbf441-f6ee-45fc-849b-8ee0f9eef1c7,Amaranto,Amaranth,Amarante,Amaranto,Amarant,Amaranto,Amarantus,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,371.0,14.0,65.0,7.0,7.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,amaranto
d148e8d6-7975-489b-b8ea-501374e2337d,Arroz basmati,Basmati rice,Riz basmati,Arroz basmati,Basmatireis,Riso basmati,Ryż basmati,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,121.0,3.5,25.2,0.4,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,arroz basmati
3089be4f-a1a2-4db7-bd25-cb39035cd970,Arroz blanco,White rice,Riz blanc,Arroz branco,Weißer Reis,Riso bianco,Ryż biały,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,130.0,2.4,28.0,0.3,0.4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,arroz blanco
133416d3-053f-4562-b161-8713d3f469fa,Arroz integral,Brown rice,Riz complet,Arroz integral,Naturreis,Riso integrale,Ryż brązowy,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,123.0,2.7,25.6,1.0,1.8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,arroz integral
c5ce70a6-5f20-4808-b628-20c168cadf79,Arroz jazmín,Jasmine rice,Riz jasmin,Arroz jasmim,Jasminreis,Riso jasmine,Ryż jaśminowy,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,129.0,2.9,27.9,0.3,0.7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,arroz jazmin
485597fc-fee0-44bd-9fa3-b7a6845551e2,Arroz rojo,Red rice,Riz rouge,Arroz vermelho,Roter Reis,Riso rosso,Ryż czerwony,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,111.0,2.6,23.0,0.9,2.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,arroz rojo
629a87df-9199-4026-a816-c67932a8d176,Arroz salvaje,Wild rice,Riz sauvage,Arroz selvagem,Wildreis,Riso selvatico,Dziki ryż,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,101.0,4.0,21.0,0.3,1.8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,arroz salvaje
e3166d49-7e10-4035-9d7c-64b0b4df6373,Avena,Oats,Avoine,Aveia,Haferflocken,Avena,Płatki owsiane,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,389.0,16.9,66.3,6.9,10.6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,avena
c0241a48-3365-45c8-90ae-b86ae169bc14,Avena integral,Whole oats,Avoine entière,Aveia integral,Ganze Haferkörner,Avena integrale,Owies pełny,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,389.0,16.9,66.3,6.9,10.6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,avena integral
edfb69e4-446d-43bf-8242-7dfe37aa6a25,Bulgur,Bulgur,Boulgour,Bulgur,Bulgur,Bulgur,Bulgur,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,342.0,12.3,75.9,1.3,18.3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,bulgur
51709b41-2785-4f18-9944-0067fdd286e7,Cebada,Barley,Orge,Cevada,Gerste,Orzo,Jęczmień,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,354.0,12.5,73.5,2.3,17.3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,cebada
0f4b215c-a3ac-4072-8d9a-f79f2eeb99e4,Centeno grano,Rye grain,Seigle grain,Centeio grão,Roggenkorn,Chicco di segale,Ziarno żyta,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,338.0,10.3,76.0,1.6,15.1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,centeno grano
ecfcb82f-5ca5-4d7b-b930-fa58c3135f50,Cuscús,Couscous,Couscous,Cuscuz,Couscous,Couscous,Kuskus,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,376.0,12.8,77.4,0.6,5.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,cuscus
082fb0cf-8d55-4c7e-aee4-8bded895e895,Espelta,Spelt,Épeautre,Espelta,Dinkel,Farro,Orkisz,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,338.0,14.6,70.2,2.4,10.7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,espelta
f687e581-ebeb-43fc-a5f7-335b7028f43b,Granola,Granola,Granola,Granola,Granola,Granola,Granola,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,471.0,10.0,64.0,20.0,10.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,granola
1d590639-b55a-4a80-a60e-189aa21aea53,Maíz,Corn,Maïs,Milho,Mais,Mais,Kukurydza,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,365.0,9.4,74.3,4.7,7.3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,maiz
cd532b3c-7ba0-4151-9baf-397867e37575,Mijo,Millet,Millet,Milho-painço,Hirse,Miglio,Proso,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,378.0,11.0,73.0,4.2,8.5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,mijo
ba175939-f629-4ced-8e27-839060eabcd3,Pan blanco,White bread,Pain blanc,Pão branco,Weißbrot,Pane bianco,Biały chleb,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,265.0,8.0,49.0,3.2,2.7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,pan blanco
751af1b6-3869-48bb-9162-a5210af1aa36,Pan de centeno,Rye bread,Pain de seigle,Pão de centeio,Roggenbrot,Pane di segale,Chleb żytni,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,259.0,8.5,48.3,3.3,5.8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,pan de centeno
0151dea1-aedd-41d2-a457-8a4fc01e23ba,Pan integral,Whole-wheat bread,Pain complet,Pão integral,Vollkornbrot,Pane integrale,Chleb pełnoziarnisty,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,247.0,8.4,41.0,4.2,7.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,pan integral
b3ed5069-fc1f-4a6b-b18d-f6019335ad97,Pasta,Pasta,Pâtes,Massa,Pasta,Pasta,Makaron,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,131.0,5.0,25.0,1.1,1.3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,pasta
4541aeba-a3bc-40e6-8221-a5e7805e0d57,Quinoa,Quinoa,Quinoa,Quinoa,Quinoa,Quinoa,Komosa ryżowa,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,368.0,14.1,64.2,6.1,7.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,quinoa
af48e277-b3f5-486b-86ef-9a35b1c27cb0,Sorgo,Sorghum,Sorgho,Sorgo,Sorghum,Sorgo,Sorgo,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,329.0,11.3,72.1,3.5,6.7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,sorgo
6d31103f-f204-4eae-ab71-17e53ebfae40,Teff,Teff,Teff,Teff,Teff,Teff,Teff,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,367.0,13.3,73.0,2.4,8.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,teff
5948b494-8ebc-4e65-bd5d-77f76a9ecafb,Trigo duro,Durum wheat,Blé dur,Trigo duro,Hartweizen,Grano duro,Pszenica twarda,cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,339.0,13.7,71.0,2.5,3.9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,trigo duro
dacba0e7-90ad-4528-bb0b-a768ed49e687,Trigo khorasan (kamut),Khorasan wheat (kamut),Blé khorasan (kamut),Trigo khorasan (kamut),Khorasan-Weizen (Kamut),Grano khorasan (kamut),Pszenica khorasan (kamut),cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,337.0,14.5,70.6,2.1,10.7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,trigo khorasan kamut
1ac07c9b-741b-4186-8652-4905475de368,Trigo sarraceno,Buckwheat,Sarrasin,Trigo-mourisco,Buchweizen,Grano saraceno,Gryka,cereales,Cereals,grano,grain,"[""gluten_free""]",per_100g,343.0,13.3,71.5,3.4,10.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,trigo sarraceno
d016f9b9-9fb5-40b8-851e-15aee24e55c9,Trigo sarraceno tostado (kasha),Toasted buckwheat (kasha),Sarrasin grillé (kacha),Trigo-mourisco tostado (kasha),Gerösteter Buchweizen (Kasha),Grano saraceno tostato (kasha),Prażona gryka (kasza),cereales,Cereals,grano,grain,"[""contains_gluten""]",per_100g,343.0,13.3,71.5,3.4,10.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,trigo sarraceno tostado kasha
40ececc8-cce8-4d3d-b670-dd98411f0eb2,Cacao en polvo,Cocoa powder,Cacao en poudre,Cacau em pó,Kakaopulver,Cacao in polvere,Kakao w proszku,chocolates,Chocolate,cacao,cocoa,"[""gluten_free""]",per_100g,228.0,19.6,57.9,13.7,33.2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,cacao en polvo
b28ecbaa-f4ae-48d5-8622-9aa48ba55948,Chocolate 70%,70% dark chocolate,Chocolat noir 70%,Chocolate 70% cacau,Zartbitterschokolade 70%,Cioccolato fondente 70%,Czekolada gorzka 70%,chocolates,Chocolate,cacao,cocoa,"[""may_contain_lactose"", ""gluten_free""]",per_100g,600.0,7.8,45.0,43.0,11.0,24.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,chocolate 70
e32b81dd-688b-4435-8381-4a9f20e22f58,Chocolate 85%,85% dark chocolate,Chocolat noir 85%,Chocolate 85% cacau,Zartbitterschokolade 85%,Cioccolato fondente 85%,Czekolada gorzka 85%,chocolates,Chocolate,cacao,cocoa,"[""may_contain_lactose"", ""gluten_free""]",per_100g,620.0,9.2,28.0,53.0,11.0,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,chocolate 85
d5418a79-6e38-4161-aad4-cf0a0706d086,Chocolate blanco,White chocolate,Chocolat blanc,Chocolate branco,Weiße Schokolade,Cioccolato bianco,Biała czekolada,chocolates,Chocolate,cacao,cocoa,"[""may_contain_lactose""]",per_100g,539.0,6.1,59.0,31.0,0.0,59.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,chocolate blanco
f832915f-5fe3-46ee-a7b5-224d1507143b,Chocolate con leche,Milk chocolate,Chocolat au lait,Chocolate de leite,Milchschokolade,Cioccolato al latte,Czekolada mleczna,chocolates,Chocolate,cacao,cocoa,"[""may_contain_lactose""]",per_100g,535.0,7.6,59.4,29.7,0.0,52.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,chocolate con leche
6039162b-1fc3-4d09-8422-6e786b71595c,Crema de cacao,Chocolate spread,Pâte à tartiner cacao,Creme de cacau,Schokoaufstrich,Crema al cacao,Krem czekoladowy,chocolates,Chocolate,cacao,cocoa,"[""may_contain_lactose""]",per_100g,546.0,6.3,57.6,31.0,3.4,56.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,crema de cacao
bac05738-b857-48c0-85c9-bd56ac2cbfa9,Nib de cacao,Cocoa nibs,Éclats de cacao,Nibs de cacau,Kakaonibs,Fave di cacao,Ziarna kakao,chocolates,Chocolate,cacao,cocoa,"[""may_contain_lactose""]",per_100g,228.0,19.6,57.9,13.7,33.2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,nib de cacao
f4e7caa4-4c29-43ec-9dbb-a13bf500b469,Sirope de chocolate,Chocolate syrup,Sirop de chocolat,Xarope de chocolate,Schokosirup,Sciroppo di cioccolato,Syrop czekoladowy,chocolates,Chocolate,cacao,cocoa,"[""may_contain_lactose""]",per_100g,279.0,1.4,67.0,1.2,0.0,65.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,sirope de chocolate
b1cae55c-b7c2-40ed-9577-5f68c9937026,Kéfir,Kefir,Kéfir,Kefir,Kefir,Kefir,Kefir,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,64.0,3.5,4.6,3.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,kefir
fa9f4377-1b90-453d-bb60-dde2afa321fa,Leche de cabra,Goat milk,Lait de chèvre,Leite de cabra,Ziegenmilch,Latte di capra,Mleko kozie,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,69.0,3.6,4.5,4.1,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,leche de cabra
b97d3af1-edaa-4732-87fc-d7f75b10ec04,Leche de oveja,Sheep milk,Lait de brebis,Leite de ovelha,Schafmilch,Latte di pecora,Mleko owcze,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,108.0,5.4,5.4,6.9,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,leche de oveja
303254df-3bb6-48f8-94a5-f247e5b180fa,Leche desnatada,Skim milk,Lait écrémé,Leite magro,Magermilch,Latte scremato,Mleko odtłuszczone,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,34.0,3.4,5.0,0.1,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop1_pad,2025-10-22T20:23:07.655643,leche desnatada
48222d88-1a6f-4255-adfc-b524c36d5770,Leche entera,Whole milk,Lait entier,Leite integral,Vollmilch,Latte intero,Mleko pełne,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,61.0,3.2,4.8,3.3,0.0,5.2,0,0.0,124,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,leche entera
f50235bd-4fea-48b9-93c4-1bc745ef0084,Mantequilla,Butter,Beurre,Manteiga,Butter,Burro,Masło,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,717.0,0.9,0.1,81.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,mantequilla
b6510cf4-0109-48d1-b734-24fa26ba09b6,Mozzarella,Mozzarella,Mozzarella,Mozarela,Mozzarella,Mozzarella,Mozzarella,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,280.0,18.0,3.0,22.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,mozzarella
be82f5fd-283e-4482-b3fe-fc8bf7cbfda5,Nata,Cream,Crème,Nata,Sahne,Panna,Śmietana,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,340.0,2.0,3.0,36.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,nata
db7b444f-ffd4-42a3-8350-efcbd8664dcf,Queso curado,Aged cheese,Fromage affiné,Queijo curado,Gereifter Käse,Formaggio stagionato,Dojrzewający ser,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,402.0,25.0,1.3,33.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0.0,0.0,0,0,0,0,drop1_generated,2025-10-22T20:21:34.132789,queso curado
9be7906f-34df-4f22-987d-02993b0acb44,Queso fresco,Fresh cheese,Fromage frais,Queijo fresco,Frischkäse,Formaggio fresco,Ser świeży,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,264.0,18.0,3.1,20.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0.0,0.0,0,0,0,0,drop3_generated,2025-10-22T20:36:25.840220,queso fresco
54ea1bb9-81d4-457c-97fe-387fd087b163,Requesón,Cottage cheese,Fromage cottage,Queijo cottage,Hüttenkäse,Fiocchi di latte,Serek wiejski,lácteos,Dairy,lacteo,dairy,"[""lactose""]",per_100g,98.0,11.1,3.4,4.3,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0.0,0.0,0,0,0,0,drop2_generated,2025-10-22T20:25:59.337096,requeson
